time;copter_pitch_angle;copter_roll_angle;copter_yaw_angle;copter_z_distance;REF_PITCH_ANGLE;REF_ROLL_ANGLE;REF_YAW_ANGLE;REF_Z_DISTANCE;SS;
337,981;-3,875;1,9375;89,5;3,5500500202178955;0;0;100;10;1;
337,986;-3,875;1,9375;89,5;3,5500500202178955;0;0;100;10;1;
337,99;-3,875;1,9375;89,6875;3,5500500202178955;0;0;100;10;1;
337,994;-3,875;1,9375;89,6875;3,5500500202178955;0;0;100;10;1;
337,998;-3,875;1,9375;89,6875;3,5500500202178955;0;0;100;10;1;
338,001;-3,875;1,9375;89,8125;3,5500500202178955;0;0;100;10;1;
338,005;-3,875;1,9375;89,8125;3,5500500202178955;0;0;100;10;1;
338,009;-3,875;1,9375;89,8125;2,6754000186920166;0;0;100;10;1;
338,013;-3,875;2;90;2,6754000186920166;0;0;100;10;1;
338,016;-3,875;2;90;2,6754000186920166;0;0;100;10;1;
338,02;-3,875;2;90,125;2,6754000186920166;0;0;100;10;1;
338,024;-3,875;2;90,125;2,6754000186920166;0;0;100;10;1;
338,028;-3,875;2;90,125;2,6754000186920166;0;0;100;10;1;
338,031;-3,875;2;90,3125;2,6754000186920166;0;0;100;10;1;
338,035;-3,875;2;90,3125;2,6754000186920166;0;0;100;10;1;
338,039;-3,875;2;90,3125;2,6754000186920166;0;0;100;10;1;
338,042;-3,8125;2,0625;90,4375;2,6754000186920166;0;0;100;10;1;
338,046;-3,8125;2,0625;90,4375;2,6754000186920166;0;0;100;10;1;
338,05;-3,8125;2,0625;90,5625;2,6754000186920166;0;0;100;10;1;
338,054;-3,8125;2,0625;90,5625;2,6754000186920166;0;0;100;10;1;
338,057;-3,8125;2,0625;90,5625;2,6754000186920166;0;0;100;10;1;
338,061;-3,75;2,125;90,6875;2,6754000186920166;0;0;100;10;1;
338,065;-3,75;2,125;90,6875;2,6754000186920166;0;0;100;10;1;
338,069;-3,75;2,125;90,6875;2,6754000186920166;0;0;100;10;1;
338,072;-3,6875;2,125;90,75;2,6754000186920166;0;0;100;10;1;
338,076;-3,6875;2,125;90,75;2,6754000186920166;0;0;100;10;1;
338,08;-3,625;2,125;90,875;2,6754000186920166;0;0;100;10;1;
338,084;-3,625;2,125;90,875;2,6754000186920166;0;0;100;10;1;
338,087;-3,625;2,125;90,875;2,6754000186920166;0;0;100;10;1;
338,091;-3,5;2,125;90,9375;2,6754000186920166;0;0;100;10;1;
338,095;-3,5;2,125;90,9375;2,6754000186920166;0;0;100;10;1;
338,099;-3,5;2,125;90,9375;2,6754000186920166;0;0;100;10;1;
338,101;-3,4375;2,0625;91;2,6754000186920166;0;0;100;10;1;
338,105;-3,4375;2,0625;91;2,6754000186920166;0;0;100;10;1;
338,108;-3,4375;2,0625;91;2,6754000186920166;0;0;100;10;1;
338,112;-3,375;2;91,0625;2,6754000186920166;0;0;100;10;1;
338,115;-3,375;2;91,0625;2,6754000186920166;0;0;100;10;1;
338,119;-3,375;2;91,0625;2,6754000186920166;0;0;100;10;1;
338,123;-3,3125;1,875;91,125;2,6754000186920166;0;0;100;10;1;
338,126;-3,3125;1,875;91,125;2,6754000186920166;0;0;100;10;1;
338,13;-3,25;1,8125;91,1875;2,6754000186920166;0;0;100;10;1;
338,134;-3,25;1,8125;91,1875;2,6754000186920166;0;0;100;10;1;
338,137;-3,25;1,8125;91,1875;2,6754000186920166;0;0;100;10;1;
338,141;-3,1875;1,75;91,25;2,6754000186920166;0;0;100;10;1;
338,145;-3,1875;1,75;91,25;2,6754000186920166;0;0;100;10;1;
338,148;-3,1875;1,75;91,25;2,6754000186920166;0;0;100;10;1;
338,151;-3,0625;1,625;91,25;2,6754000186920166;0;0;100;10;1;
338,154;-3,0625;1,625;91,25;2,6754000186920166;0;0;100;10;1;
338,157;-3,0625;1,625;91,25;2,6754000186920166;0;0;100;10;1;
338,16;-3;1,5625;91,3125;2,6754000186920166;0;0;100;10;1;
338,163;-3;1,5625;91,3125;2,6754000186920166;0;0;100;10;1;
338,167;-3;1,5625;91,3125;2,6754000186920166;0;0;100;10;1;
338,17;-2,9375;1,4375;91,3125;2,6754000186920166;0;0;100;10;1;
338,174;-2,9375;1,4375;91,3125;2,6754000186920166;0;0;100;10;1;
338,178;-2,9375;1,4375;91,3125;2,6754000186920166;0;0;100;10;1;
338,181;-2,875;1,375;91,375;2,6754000186920166;0;0;100;10;1;
338,185;-2,875;1,375;91,375;2,6754000186920166;0;0;100;10;1;
338,189;-2,875;1,375;91,375;2,6754000186920166;0;0;100;10;1;
338,193;-2,8125;1,25;91,375;2,6754000186920166;0;0;100;10;1;
338,196;-2,8125;1,25;91,375;2,6754000186920166;0;0;100;10;1;
338,2;-2,6875;1,1875;91,375;2,6754000186920166;0;0;100;10;1;
338,204;-2,6875;1,1875;91,375;2,6754000186920166;0;0;100;10;1;
338,208;-2,6875;1,1875;91,375;2,6754000186920166;0;0;100;10;1;
338,212;-2,625;1,0625;91,375;2,6754000186920166;0;0;100;10;1;
338,216;-2,625;1,0625;91,375;2,6754000186920166;0;0;100;10;1;
338,219;-2,5625;1;91,3125;2,6754000186920166;0;0;100;10;1;
338,223;-2,5625;1;91,3125;2,6754000186920166;0;0;100;10;1;
338,227;-2,5625;1;91,3125;2,6754000186920166;0;0;100;10;1;
338,231;-2,4375;0,9375;91,3125;2,6754000186920166;0;0;100;10;1;
338,234;-2,4375;0,9375;91,3125;2,6754000186920166;0;0;100;10;1;
338,238;-2,4375;0,9375;91,3125;2,6754000186920166;0;0;100;10;1;
